GCA_900327555.1,Cowpox virus
GCA_020474665.1,Staphylococcus phage B_UFSM1
GCA_021354645.1,Erwinia phage pEa_SNUABM_8
GCA_020474675.1,Bacteroides phage LoVEphage
GCA_018612635.1,Enterococcus phage vb_GEC_Ef_S_9
GCA_018726515.1,Mycobacterium phage SirSheldon
GCA_018726225.1,Escherichia phage C6
GCA_031250275.1,Martes foina papillomavirus 1
GCA_031250315.1,Jingmen Rhinolophus sinicus hepacivirus 1
GCA_031250355.1,Longquan Niviventer fulvescens hepacivirus 1
GCA_031250385.1,Longquan Niviventer niviventer hepacivirus 1
GCA_031250425.1,Longquan Rhinolophus sinicus hepacivirus 1
GCA_031250465.1,Wenzhou Suncus murinus hepacivirus 1
GCA_031250475.1,Wufeng Niviventer fulvescens hepacivirus 1
GCA_031252905.1,Wenzhou Apodemus agrarius hepacivirus 1
GCA_031252915.1,Wufeng Niviventer niviventer hepacivirus 1
GCA_031252925.1,Wufeng Rhinolophus sinicus hepacivirus 1
GCA_031252935.1,Longquan Rhinolophus sinicus orthohepevirus 1
GCA_031252945.1,Wenzhou Pipistrellus abramus orthohepevirus 1
GCA_031252955.1,Wenzhou Rattus norvegicus orthohepevirus 1
GCA_031252965.1,Longquan Niviventer fulvescens pegivirus 1
GCA_031252975.1,Longquan Niviventer niviventer pegivirus 1
GCA_031252985.1,Longquan Rhinolophus pearsonii pegivirus 1
GCA_031252995.1,Wenzhou Rattus norvegicus pegivirus 1
GCA_031253005.1,Wenzhou Rattus tanezumi pegivirus 1
GCA_031253015.1,Wufeng Niviventer fulvescens pegivirus 1
GCA_031253025.1,Wufeng Niviventer niviventer pegivirus 1
GCA_031253035.1,Longquan Rhinolophus sinicus pegivirus 1
GCA_021536485.1,Arthrobacter phage Amyev
GCA_030252545.1,Arthrobacter phage Berka
GCA_021536495.1,Arthrobacter phage Crewmate
GCA_023700045.1,Streptomyces phage Emma1919
GCA_021536505.1,Arthrobacter phage Lizalica
GCA_023661315.1,Streptomyces phage Quaran19
GCA_023661325.1,Streptomyces phage SaltySpitoon
GCA_021536515.1,Arthrobacter phage Warda
GCA_023523485.1,Arthrobacter phage Zeina
GCA_020474745.1,Methylophilales phage Melnitz EXVC044M
GCA_020474755.1,Methylophilales phage Melnitz-1 EXVC043M
GCA_020474765.1,Methylophilales phage Melnitz-2 EXVC040M
GCA_020474775.1,Methylophilales phage Melnitz-3 EXVC039M
GCA_030864495.1,Bertelyvirus sp.
GCA_012591055.1,Caudoviricetes sp.
GCA_031253045.1,Merbecovirus sp.
GCA_031253055.1,Sarbecovirus sp.
GCA_020492165.1,Pseudomonas phage PSA04
GCA_020495405.1,Pseudomonas phage PSA07_PB1
GCA_020495415.1,Pseudomonas phage PSA09
GCA_020491885.1,Pseudomonas phage PSA11
GCA_020491915.1,Pseudomonas phage PSA13
GCA_020491925.1,Pseudomonas phage PSA16
GCA_020492175.1,Pseudomonas phage PSA20
GCA_020495425.1,Pseudomonas phage PSA25
GCA_020492185.1,Pseudomonas phage PSA28
GCA_020491955.1,Pseudomonas phage PSA31
GCA_020491965.1,Pseudomonas phage PSA34
GCA_020491975.1,Pseudomonas phage PSA37
GCA_020492195.1,Pseudomonas phage PSA39
GCA_020491985.1,Pseudomonas phage PSA40
GCA_018535415.1,Anabaena phage Elbi
GCA_023156215.1,Torque teno equus virus 2
GCA_031253065.1,Feline stool-associated circular virus
GCA_020704185.1,Escherichia phage vB_EcoM_SQ17
GCA_018726235.1,Salmonella phage vB_STM-ZS
GCA_018726245.1,Aeromonas phage BUCT552
GCA_019465995.1,Stenotrophomonas phage BUCT608
GCA_018603575.1,Stenotrophomonas phage BUCT609
GCA_018535425.1,Clostridium phage vB_CpeP_HN02
GCA_019090035.1,Stenotrophomonas phage BUCT598
GCA_018726255.1,Bacillus phage SWEP1
GCA_018726265.1,Pseudomonas phage Medea1
GCA_018726275.1,Acinetobacter phage vB_AbaP_100
GCA_018726285.1,Stenotrophomonas phage BUCT603
GCA_019095245.1,Klebsiella phage BUCT610
GCA_018726295.1,Acinetobacter phage TaPaz
GCA_018855835.1,Vibrio phage BUCT233
GCA_018726305.1,Escherichia phage vB_EcoA_fTuEco01
GCA_018403885.2,Ralstonia phage vB_RsoP_BMB50
GCA_018388975.1,Pseudomonas phage vB_Pci_PCMW57
GCA_029886055.1,Equine circovirus 1
GCA_031253075.1,Carpione rhabdovirus
GCA_027571955.1,Paenibacillus phage SV21
GCA_018726315.1,Salmonella phage Lv5cm
GCA_018726325.1,Salmonella phage S19cd
GCA_018388985.1,Staphylococcus phage PM56
GCA_018388995.1,Staphylococcus phage Romulus
GCA_031253085.1,Eriophyid mite-associated virus
GCA_018726335.1,Enterococcus phage 113
GCA_029888165.1,Hedi virus
GCA_018535455.1,Sphingopyxis phage VSN-002
GCA_018449085.1,Cronobacter phage JK004
GCA_018726345.1,Erwinia phage pEa_SNUABM_10
GCA_018726355.1,Erwinia phage pEa_SNUABM_29
GCA_018726365.1,Erwinia phage pEa_SNUABM_4
GCA_018726375.1,Erwinia phage pEa_SNUABM_42
GCA_018726385.1,Erwinia phage pEa_SNUABM_6
GCA_018726395.1,Erwinia phage pEa_SNUABM_9
GCA_028816635.1,Staphylococcus phage SA3821
GCA_020474785.1,Escherichia phage S143_2
GCA_020474795.1,Escherichia phage W143
GCA_020474825.1,Escherichia phage BF15
GCA_020474835.1,Escherichia phage BF17
GCA_020474845.1,Escherichia phage BF9
GCA_031253095.1,Diaporthe pseudophoenicicola DNA virus 1
GCA_020474855.1,Mycobacterium phage Maco7
GCA_020474865.1,Staphylococcus phage SeAlphi
GCA_027582685.1,Salmonella phage 26YS
GCA_027582675.1,Salmonella phage 95YS
GCA_027582655.1,Salmonella phage Liang dang 541
GCA_027582665.1,Salmonella phage SM86
GCA_020492205.1,Arthrobacter phage Kaylissa
GCA_020492215.1,Gordonia phage AlainaMarie
GCA_020492225.1,Gordonia phage Bock
GCA_020492235.1,Gordonia phage DumpTruck
GCA_020492245.1,Gordonia phage Fugax
GCA_020492255.1,Gordonia phage Runhaar
GCA_020492265.1,Microbacterium phage Aries55
GCA_020492275.1,Microbacterium phage BrokMonster
GCA_020492285.1,Microbacterium phage Jenos
GCA_020492295.1,Microbacterium phage Mandalorian
GCA_020492305.1,Microbacterium phage Strathdee
GCA_020492315.1,Mycobacterium phage Chaser
GCA_020492325.1,Mycobacterium phage Dole
GCA_020492335.1,Mycobacterium phage Hail
GCA_020492345.1,Mycobacterium phage LochMonster
GCA_020492355.1,Rhodobacter phage RcBaka
GCA_020492365.1,Rhodobacter phage RcDormio
GCA_020492375.1,Rhodobacter phage RcDurkin
GCA_020492385.1,Rhodobacter phage RcFrancesLouise
GCA_020492395.1,Rhodobacter phage RcGingersnap
GCA_020492405.1,Rhodobacter phage RcHotPocket
GCA_020492415.1,Rhodobacter phage RcIroh
GCA_020492425.1,Rhodobacter phage RcKemmy
GCA_020492435.1,Rhodobacter phage RcMcDreamy
GCA_020492445.1,Rhodobacter phage RcMrWorf
GCA_020492455.1,Rhodobacter phage RcOceanus
GCA_020492465.1,Rhodobacter phage RcPescado
GCA_020492475.1,Rhodobacter phage RcPutin
GCA_020492485.1,Rhodobacter phage RcRios
GCA_020492495.1,Rhodobacter phage RcSalem
GCA_020492505.1,Rhodobacter phage RcSimone-Hastad
GCA_020492515.1,Rhodobacter phage RcTiptonus
GCA_020492525.1,Rhodobacter phage RcWaterboi
GCA_020492535.1,Rhodobacter phage RcZahn
GCA_020492545.1,Rhodobacter phage RcHartney
GCA_020492555.1,Rhodobacter phage RcThunderbird
GCA_021029225.1,Paenibacillus phage AlexiD
GCA_021029235.1,Paenibacillus phage Bert
GCA_021029245.1,Paenibacillus phage Bohemia
GCA_021029255.1,Paenibacillus phage Fitz
GCA_021029265.1,Paenibacillus phage Gohan
GCA_021029275.1,Paenibacillus phage Hobie
GCA_021029285.1,Paenibacillus phage JackPlaque
GCA_021029295.1,Paenibacillus phage Mock2
GCA_021355505.1,Paenibacillus phage Neutron
GCA_021029305.1,Paenibacillus phage Newport
GCA_021029315.1,Paenibacillus phage Norbert
GCA_021029325.1,Paenibacillus phage Pahemo
GCA_021029335.1,Paenibacillus phage Picard
GCA_021029345.1,Paenibacillus phage Riker
GCA_021029355.1,Paenibacillus phage Sneaky
GCA_019095255.1,Arthrobacter phage Persistence
GCA_019095265.1,Arthrobacter phage Rizwana
GCA_019095275.1,Gordonia phage BoyNamedSue
GCA_019095285.1,Gordonia phage EdmundFerry
GCA_019095295.1,Microbacterium phage CroZenni
GCA_019095305.1,Microbacterium phage Quammi
GCA_019095315.1,Microbacterium phage StrawberryJamm
GCA_019095325.1,Microbacterium phage Teehee
GCA_019095335.1,Mycobacterium phage Asayake
GCA_019095345.1,Mycobacterium phage BaghaKamala
GCA_019095355.1,Mycobacterium phage Blizzard
GCA_019095365.1,Mycobacterium phage Burr
GCA_019095375.1,Mycobacterium phage Burton
GCA_019095385.1,Mycobacterium phage Cher
GCA_019095395.1,Mycobacterium phage Durfee
GCA_019095405.1,Mycobacterium phage Lars
GCA_019095415.1,Mycobacterium phage Scout
GCA_019095425.1,Mycobacterium phage Twitch
GCA_019095435.1,Streptomyces phage TaidaOne
GCA_019095445.1,Mycobacterium phage BananaFence
GCA_019095455.1,Arthrobacter phage Zaheer
GCA_019095465.1,Gordonia phage Jalammah
GCA_019095475.1,Gordonia phage MScarn
GCA_019095485.1,Gordonia phage Yeet412
GCA_019095495.1,Gordonia phage YungMoney
GCA_019095505.1,Microbacterium phage A3Wally
GCA_019095515.1,Microbacterium phage Badulia
GCA_019095525.1,Microbacterium phage Footloose
GCA_019095535.1,Microbacterium phage PermaG
GCA_019095545.1,Microbacterium phage QuadZero
GCA_019095555.1,Microbacterium phage Selwyn23
GCA_019095565.2,Mycobacterium phage Knocker
GCA_018726405.2,Campylobacter phage PC10
GCA_018726415.1,Escherichia phage E212
GCA_018726425.1,Staphylococcus phage PHB21
GCA_020497815.1,Escherichia virus KFS-EC3
GCA_020474875.1,Klebsiella phage vB_Kpn_3
GCA_023273915.1,Vibrio phage VP41s3
GCA_027571965.1,Paenibacillus phage Pd_22F
GCA_020474885.1,Escherichia phage vB_EcoM_FJ1
GCA_020474895.1,Escherichia phage vB_EcoM_FN
GCA_020492565.1,Rhizobium phage RHph_X2_26
GCA_020492575.1,Rhizobium phage RHph_X66
GCA_020492585.1,Rhizobium phage RHph_X2_24
GCA_020492595.1,Rhizobium phage RHph_X2_25
GCA_020492605.1,Rhizobium phage RHph_X3_2
GCA_020491995.1,Rhizobium phage RHph_X3_9
GCA_020492005.1,Rhizobium phage RHph_X2_28B
GCA_020492015.1,Rhizobium phage RHph_X3_15
GCA_020535985.1,Rhizobium phage RHph_X92
GCA_020535995.1,Rhizobium phage RHph_X94
GCA_019095575.1,Arthrobacter phage Sicarius2
GCA_019095585.1,Arthrobacter phage SilentRX
GCA_019095595.1,Gordonia phage Aflac
GCA_019095605.1,Gordonia phage Phishy
GCA_019095615.1,Gordonia phage Tolls
GCA_019095625.1,Microbacterium phage Honk
GCA_019095635.1,Microbacterium phage StagePhright
GCA_019095645.1,Mycobacterium phage Freya
GCA_019095655.1,Mycobacterium phage Jarvi
GCA_019095665.1,Mycobacterium phage Marsha
GCA_019095675.1,Mycobacterium phage MeaningOfLife
GCA_019095685.1,Mycobacterium phage Padfoot
GCA_019095695.1,Mycobacterium phage Peel
GCA_019095745.1,Mycobacterium phage Sassafras
GCA_019095755.1,Mycobacterium phage True
GCA_020492615.1,Escherichia phage vB_EcoS_Sponge
GCA_020495445.1,Escherichia phage vB_EcoM_SophiaRose
GCA_020495455.1,Hafnia phage vB_HpaM_IsaacDaniel
GCA_020495465.1,Bacillus phage vB_BspM_Internexus
GCA_020495475.1,Hafnia phage vB_HpaM_Zyzzx
GCA_020495485.1,Bacillus phage vB_BspM_AgentSmith
GCA_019466025.1,Bacillus phage vB_BspH_TimeGriffin
GCA_020495495.1,Hafnia phage vB_HpaM_Meifeng
GCA_020495505.1,Hafnia phage vB_HpaM_SarahDanielle
GCA_020497015.1,Bacillus phage vB_BspH_Mawwa
GCA_019466065.1,Escherichia phage vB_EcoM_Skers
GCA_020492025.1,Bacillus phage vB_BspP_Dartukuta
GCA_020495515.1,Escherichia phage vB_EcoM_Kelasse
GCA_018603545.2,Enterococcus phage vB_EfaS_785CC
GCA_018603555.1,Enterococcus phage vB_EfaS_785CS
GCA_019095785.1,Vibrio phage vB_VpP_DE18
GCA_031253105.1,Bat SARS-like coronavirus Khosta-1
GCA_031253115.1,Bat SARS-like coronavirus Khosta-2
GCA_020492625.1,Rhizobium phage RHEph19
GCA_020492635.1,Rhizobium phage RHph_X2_30
GCA_020495525.1,Rhizobium phage RHph_N46
GCA_020495535.1,Rhizobium phage RHEph12
GCA_020495545.1,Rhizobium phage RHEph26
GCA_020536005.1,Rhizobium phage RHEph17
GCA_020492035.1,Rhizobium phage RHEph15
GCA_020492045.1,Rhizobium phage RHEph16
GCA_020492055.1,Rhizobium phage RHEph18
GCA_020492065.1,Rhizobium phage RHEph21
GCA_020492075.1,Rhizobium phage RHEph22
GCA_020492085.1,Rhizobium phage RHEph24
GCA_020492095.1,Rhizobium phage RHEph27
GCA_020492105.1,Rhizobium phage RHph_I40
GCA_029952865.1,Cronobacter phage EspYZU05
GCA_029952875.1,Cronobacter phage EspYZU08
GCA_029888325.1,Yunnan Paris negative-stranded virus
GCA_031253125.1,Polygonatum kingianum virus 5
GCA_031253135.1,Rhizoctonia solani megabasidiovirus 1
GCA_029888225.1,Wardell virus
GCA_031253145.1,Endive yellows virus
GCA_031535465.1,Alternaria alternata polymycovirus 1
GCA_031253155.1,Infectious precocity virus
GCA_031528475.1,Paguyaman orthoreovirus
GCA_029885845.1,Agapanthus carlavirus B
GCA_029885595.1,Clivia carlavirus A
GCA_029885585.1,Agapanthus tungrovirus
GCA_031253175.1,Agapanthus velarivirus
GCA_029885605.1,Clivia yellow stripe virus
GCA_031551375.1,Barleria severe mosaic virus
GCA_031551415.1,Scadoxus chlorotic ringspot virus
GCA_031253185.1,Bidens pilosa leaf crumple virus
GCA_031253195.1,Bemisia tabaci toti-like virus 1
GCA_031253205.1,Bemisia tabaci toti-like virus 2
GCA_018603565.1,Phage CBW1004C-Prop1
GCA_031253215.1,Trifolium virus 1
GCA_029886005.1,Magnaporthe oryzae mononegaambi virus 1
GCA_031253225.1,Magnaporthe oryzae mymonavirus 1
GCA_029886015.1,Mejal virus
GCA_020474905.1,Salmonella phage vB_SalP_ABTNLsp11242
GCA_020474915.1,Salmonella phage vB_SalS_ABTNLsp11241
GCA_031253235.1,Ovine copiparvovirus
GCA_003033295.1,Bovine parvovirus 1
GCA_031253245.1,Henan tick virus
GCA_031253255.1,Shanxi tick virus 2
GCA_031767345.1,Okra curl leaf virus
GCA_031834545.1,Grapevine emaravirus A
GCA_020497825.1,Altiarchaeum virus
GCA_018982595.1,Pseudomonas phage K4
GCA_029885825.1,Bemisia tabaci arlivirus 1
GCA_029885835.1,Bemisia tabaci arlivirus 2
GCA_023119555.1,Tapajos virus
GCA_031253265.1,Botryosphaeria dothidea mitovirus 3
GCA_032137905.1,Cryphonectria naterciae splipalmivirus 1
GCA_018982605.1,Escherichia phage P479
GCA_020474925.1,Mycobacterium phage Hoot
GCA_020474935.1,Mycobacterium phage Jolene
GCA_018954645.1,Mycobacterium phage Stinson
GCA_031497165.1,Lettuce dieback associated virus
GCA_000969055.1,Apple geminivirus 1
GCA_031253275.1,Avian metaavulavirus 22
GCA_018595405.1,Emaravirus camelliae
GCA_018595425.1,Emaravirus verbanni
GCA_019181185.1,Carrot closterovirus 1
GCA_018580175.1,Cassava Colombian symptomless virus
GCA_018583065.2,Corchorus yellow vein Cuba virus
GCA_018583025.1,Dioscorea bacilliform RT virus 3
GCA_000874005.1,Erectites yellow mosaic betasatellite
GCA_902141575.1,Peduovirus P22H1
GCA_902141565.1,Peduovirus P22H4
GCA_902141755.1,Peduovirus P24A7b
GCA_902141595.1,Peduovirus P24B2
GCA_902141685.1,Peduovirus P24C9
GCA_902141635.1,Peduovirus P24E6b
GCA_902141785.1,Xuanwuvirus P884B11
GCA_018982615.1,Microbacterium phage Necrophoxinus
GCA_018982625.1,Microbacterium phage WilliamStrong
GCA_018982635.1,Mycobacterium Phage Leviathan
GCA_018982645.1,Mycobacterium Phage PeaceMeal1
GCA_018982655.1,Mycobacterium Phage Sparxx
GCA_018982665.1,Mycobacterium phage Bexan
GCA_018982675.1,Mycobacterium phage Gyzlar
GCA_031253315.1,Pelteobagrus fulvidraco oncotshavirus-1
GCA_031253325.1,Gyrovirus galga1
GCA_031253345.1,Gyrovirus homsa1
GCA_018580855.1,Macacine alphaherpesvirus 2
GCA_018580865.1,Macacine alphaherpesvirus 3
GCA_031851745.1,Penicillimonavirus gammaplasmopara
GCA_018982685.1,Mycobacterium phage Latch
GCA_018982695.1,Gordonia phage DekHockey33
GCA_018982705.1,Gordonia phage VanLee
GCA_018982715.1,Microbacterium phage Concrete
GCA_031253405.1,Rubivirus strelense
GCA_000871745.1,Sida yellow vein Vietnam betasatellite 1
GCA_018591115.1,Sorghum mastrevirus associated alphasatellite
GCA_013086755.1,Tico phlebovirus
GCA_031253485.1,Porcine morbillivirus
GCA_008767455.1,aichivirus A7
GCA_009932005.1,Bacillus phage SRT01hs
GCA_013087075.1,Alxa virus
GCA_013086855.1,American dog tick virus
GCA_018595135.1,andere Heimat virus 1
GCA_902006465.2,Escherichia phage 1H12
GCA_902141465.1,Escherichia phage 2B8
GCA_902141525.1,Escherichia phage 2G7b
GCA_902141535.1,Escherichia phage 2H10
GCA_902141505.1,Escherichia phage 4A7
GCA_902150545.1,Escherichia phage ev017
GCA_902150695.1,Escherichia phage ev099
GCA_902150555.1,Escherichia phage ev207
GCA_902150635.1,Escherichia phage ev243
GCA_009296085.1,Escherichia phage VEc33
GCA_000930555.1,Escherichia phage fd
GCA_002817975.1,falcon adenovirus 1
GCA_000894955.1,felipivirus A1
GCA_014883365.1,felipivirus A2
GCA_000845485.1,Felis domesticus papillomavirus 1
GCA_002118945.1,Fugong virus
GCA_002822265.1,Fusong virus
GCA_000862405.1,GB virus-B
GCA_002821125.1,GB virus-D
GCA_000925295.1,Ghana virus
GCA_006449455.1,giant sea perch iridovirus - K1
GCA_900500615.1,giant squirrel virus
GCA_000867145.1,Gremmeniella abietina endornavirus 1
GCA_012271715.1,Guangdong red-banded snake-Lycodon rufozonatus-torovirus LPSF30546
GCA_012552665.1,Guinea pig adenovirus 1
GCA_018587555.1,H2BulkLitter1223 virus
GCA_018587565.1,H4BulkLitter234 virus
GCA_013087945.1,Hainan black-spectacled toad rhabdovirus
GCA_004338415.1,Halobacterium phage ChaoS9
GCA_000841465.2,Halophage HF1
GCA_000908635.1,Halorubrum tailed phage 5
GCA_000909235.1,Halorubrum tailed phage 7
GCA_000907615.1,Halorubrum tailed phage 8
GCA_900157445.1,hepatitis B virus genotype D
GCA_900232395.1,hepatitis B virus genotype F
GCA_003033065.1,hepatitis B virus genotype H
GCA_013090105.1,hepatitis B virus genotype I
GCA_013090095.1,hepatitis B virus genotype J
GCA_031253535.1,hepatitis C virus genotype 1a
GCA_018547865.1,hepatitis D virus 1
GCA_018547875.1,hepatitis D virus 2
GCA_003033645.1,hepatitis D virus 4
GCA_018589635.1,Herr Frank virus 1
GCA_013087415.1,rohelivirus A1
GCA_014883425.1,rohelivirus A2
GCA_014883435.1,rosavirus C4
GCA_012271605.1,RtClan arterivirus
GCA_001963835.1,RtClon arterivirus
GCA_012271595.1,RtEi arterivirus
GCA_004130335.1,RtMc arterivirus
GCA_013086535.1,Saint-Floris virus
GCA_000926235.1,salivirus A2
GCA_008000675.1,Salmonella phage VSe12
GCA_002829825.2,Saline Natrinema sp. J7-1 virus 1
GCA_024703225.1,Saline Natrinema sp. J7-1 virus 2
GCA_031497545.1,Festuca stripe-associated virus
GCA_020474945.1,Stappia phage SI01
GCA_000875085.1,enterovirus J1
GCA_014883395.1,hunnivirus A5
GCA_008767635.1,hunnivirus A6
GCA_014883415.1,hunnivirus A7
GCA_014883405.1,hunnivirus A8
GCA_014883465.1,hunnivirus A9
GCA_018591305.1,hymenopteran chu-related virus 123
GCA_018591315.1,hymenopteran chu-related virus 126
GCA_027921395.1,hymenopteran phasma-related virus OKIAV227
GCA_027921385.1,hymenopteran phasma-related virus OKIAV228
GCA_027921375.1,hymenopteran phasma-related virus OKIAV250
GCA_027921365.1,hymenopteran phasma-related virus OKIAV252
GCA_018591205.1,hymenopteran rhabdo-related virus 109
GCA_023155765.1,Hymenopteran rhabdo-related virus 23
GCA_018591345.1,hymenopteran rhabdo-related virus 24
GCA_018591225.1,hymenopteran rhabdo-related virus 38
GCA_023155785.1,Hymenopteran rhabdo-related virus 46
GCA_012271575.1,Infectious bronchitis virus Ind-TN92-03
GCA_018582835.1,Jinghong bat virus
GCA_002117595.1,Keterah virus
GCA_013086595.1,Kismaayo virus
GCA_018595035.1,Kitale virus
GCA_012360365.1,Klebsiella phage KpS8
GCA_009662955.1,Klebsiella phage UPM 2146
GCA_002817165.1,kunsagivirus A1
GCA_009731675.1,Laguna Larga virus
GCA_018596435.1,Lena virus
GCA_003843605.1,Lentibacter phage vB_LenP_ICBM1
GCA_003843585.1,Lentibacter phage vB_LenP_ICBM2
GCA_018591235.1,Lepidopteran rhabdo-related virus 34
GCA_013086495.1,Leticia virus
GCA_008800735.1,Ljunganvirus 2
GCA_013086175.1,Ljunganvirus 6
GCA_003178035.1,Macaca fascicularis papillomavirus 1
GCA_018591355.1,megalopteran chu-related virus 119
GCA_000921575.1,megrivirus C2
GCA_018580755.1,Mos8Chu0 chuvirus
GCA_018577785.1,mosquito VEM Anellovirus SDBVL
GCA_013086155.1,mupivirus A1
GCA_002601145.1,Mycobacterium phage MrGordon
GCA_012271615.1,Myodes rufocanus vole coronavirus 2/JL2014
GCA_000843185.1,Myzus persicae densovirus 1
GCA_000851625.1,Nebraska virus
GCA_013086465.1,Nile warbler virus
GCA_023155705.1,odonatan chu-related virus 136
GCA_023155725.1,odonatan chu-related virus 137
GCA_031253555.1,papaya virus E
GCA_014883565.1,parabovirus A2
GCA_014883495.1,parabovirus A3
GCA_014883475.1,parabovirus A4
GCA_013086165.1,parabovirus B1
GCA_013086195.1,parabovirus C1
GCA_018580195.1,pigeon parvovirus 1
GCA_013086125.1,pistacia virus B
GCA_008375615.1,Pseudomonas phage PA8P1
GCA_014883375.1,rabovirus A3
GCA_002957465.1,Ralstonia phage RSIBR3
GCA_018587535.1,ray-finned fish virus 1
GCA_018595565.1,red clover associated varicosavirus
GCA_002374935.1,red panda amdoparvovirus
GCA_018587245.1,rhinotermitid virus 1
GCA_018595125.1,SetPatVet virus 1
GCA_013087205.1,Shaan virus
GCA_013133635.1,Shigella phage 2019SD1
GCA_009662975.1,Shigella phage Sfin-3
GCA_014131355.1,ssRNA phage AVE004
GCA_018580575.1,ssRNA phage AVE006
GCA_014131365.1,ssRNA phage AVE007
GCA_900149655.1,ssRNA phage LeviOr01
GCA_004016065.1,Staphylococcus phage B122
GCA_010594855.1,Staphylococcus phage Baq_Sau1
GCA_000902255.1,Sulfolobales Mexican rod-shaped virus 1
GCA_001725895.1,Sulfolobus islandicus rod-shaped virus 3
GCA_012271635.1,Suncus murinus coronavirus Xingguo-74
GCA_002826265.1,swine hepatitis E virus genotype 3a
GCA_002826285.1,swine hepatitis E virus genotype 4a
GCA_013087135.1,teschovirus B1
