GCA_004327225.1,Pseudomonas sp. FRB 230
GCA_013615435.1,Citrobacter sp. RHBSTW-00944
GCA_013727235.1,Citrobacter sp. RHBSTW-00903
GCA_014103115.1,Enterobacter sp. RHBSTW-00901
GCA_013728095.1,Citrobacter sp. RHBSTW-00887
GCA_013728515.1,Citrobacter sp. RHBSTW-00881
GCA_013729795.1,Citrobacter sp. RHBSTW-00859
GCA_013925725.1,Citrobacter sp. RHBSTW-00848
GCA_014103235.1,Citrobacter sp. RHBSTW-00827
GCA_013732395.1,Citrobacter sp. RHBSTW-00821
GCA_013733095.1,Citrobacter sp. RHBSTW-00696
GCA_013738915.1,Citrobacter sp. RHBSTW-00678
GCA_014103415.1,Citrobacter sp. RHBSTW-00671
GCA_013746155.1,Citrobacter sp. RHBSTW-00667
GCA_013746415.1,Citrobacter sp. RHBSTW-00628
GCA_013784065.1,Citrobacter sp. RHBSTW-00599
GCA_013784105.1,Enterobacter sp. RHBSTW-00593
GCA_013739755.1,Citrobacter sp. RHBSTW-00570
GCA_013747275.1,Citrobacter sp. RHBSTW-00535
GCA_013747755.1,Citrobacter sp. RHBSTW-00524
GCA_014103475.1,Citrobacter sp. RHBSTW-00509
GCA_013705725.1,Klebsiella sp. RHBSTW-00484
GCA_014103505.1,Klebsiella sp. RHBSTW-00465
GCA_013736875.1,Klebsiella sp. RHBSTW-00464
GCA_013737455.1,Citrobacter sp. RHBSTW-00446
GCA_013741155.1,Citrobacter sp. RHBSTW-00424
GCA_013749735.1,Enterobacter sp. RHBSTW-00422
GCA_014103555.1,Enterobacter sp. RHBSTW-00340
GCA_014103585.1,Citrobacter sp. RHBSTW-00325
GCA_014101375.1,Enterobacter sp. RHBSTW-00318
GCA_014103655.1,Citrobacter sp. RHBSTW-00271
GCA_013786345.1,Citrobacter sp. RHBSTW-00229
GCA_014103785.1,Klebsiella sp. RHBSTW-00215
GCA_013927005.1,Enterobacter sp. RHBSTW-00175
GCA_013790835.1,Citrobacter sp. RHBSTW-00137
GCA_014104055.1,Enterobacter sp. RHBSTW-00131
GCA_013791465.1,Citrobacter sp. RHBSTW-00127
GCA_013794885.1,Citrobacter sp. RHBSTW-00107
GCA_014104155.1,Citrobacter sp. RHBSTW-00104
GCA_014104235.1,Citrobacter sp. RHBSTW-00089
GCA_013796805.1,Citrobacter sp. RHBSTW-00053
GCA_014104295.1,Citrobacter sp. RHBSTW-00029
GCA_013797345.1,Citrobacter sp. RHBSTW-00021
GCA_013797615.1,Citrobacter sp. RHBSTW-00017
GCA_014104375.1,Citrobacter sp. RHBSTW-00013
GCA_013814485.1,Citrobacter sp. RHB36-C18
GCA_013816515.1,Citrobacter sp. RHB35-C21
GCA_013816795.1,Citrobacter sp. RHB35-C17
GCA_013836145.1,Citrobacter sp. RHB25-C09
GCA_013889015.1,Citrobacter sp. RHB21-C05
GCA_013889875.1,Citrobacter sp. RHB21-C01
GCA_013890155.1,Citrobacter sp. RHB20-C16
GCA_013890595.1,Citrobacter sp. RHB20-C15
GCA_013898335.1,Enterobacter sp. RHB15-C17
GCA_014897815.1,Psychrobacter sp. PG1
GCA_014897885.1,Halomonas sp. 3D7M
GCA_014897875.1,Halomonas sp. 3A7M
GCA_014897985.1,Halomonas sp. FME66
GCA_014897995.1,Halomonas sp. FME65
GCA_014897975.1,Halomonas sp. FME64
GCA_014898005.1,Halomonas sp. FME63
GCA_014897175.1,Psychrobacter sp. FME61
GCA_014897085.1,Psychrobacter sp. FME60
GCA_014897305.1,Pseudomonas sp. FME51
GCA_014897315.1,Proteus sp. FME41
GCA_014897485.1,Brevibacterium sp. FME37
GCA_014897515.1,Brevibacterium sp. FME17
GCA_014897705.1,Brachybacterium sp. FME24
GCA_014897675.1,Advenella sp. FME57
GCA_013348805.1,Rhodococcus sp. W8901
GCA_013348785.1,Gordonia sp. X0973
GCA_028607025.1,Limosilactobacillus portuensis
GCA_932750685.1,Limosilactobacillus urinaemulieris
GCA_028895185.1,Thermoanaerobacterium sp. R66
GCA_903819475.1,Rhodococcus sp. UFZ-B548
GCA_903993245.1,Herminiimonas sp. Marseille-P9896
GCA_013357975.1,Parageobacillus sp. VR-IP
GCA_013341275.1,Methyloligella sp. GL2
GCA_013345195.1,Staphylococcus borealis
GCA_014841105.1,Lolliginicoccus lacisalsi
GCA_013348745.1,Mycoplasma sp. OR1901
GCA_013358405.1,Oricola thermophila
GCA_015025035.1,Staphylococcus singaporensis
GCA_013364155.1,Streptomyces sp. NA02950
GCA_013364195.1,Streptomyces sp. NA04227
GCA_013364235.1,Kitasatospora sp. NA04385
GCA_013364375.1,Streptomyces sp. NA03103
GCA_013364175.1,Streptomyces sp. NA02536
GCA_013364215.1,Verrucosispora sp. NA02020
GCA_013364075.1,Amycolatopsis sp. Hca4
GCA_013364355.1,Stenotrophomonas sp. NA06056
GCA_013364275.1,Actinomadura sp. NAK00032
GCA_018502385.1,Synechococcus sp. LA31
GCA_013336715.1,Myxococcus sp. CA056
GCA_013336705.1,Myxococcus sp. CA051A
GCA_013336725.1,Myxococcus sp. CA040A
GCA_013336645.1,Myxococcus sp. CA039A
GCA_013362995.1,Streptomyces sp. TRM64462
GCA_013363975.1,Nonomuraea montanisoli
GCA_013334205.1,Rhodoferax sp. BAB1
GCA_013346665.1,Sulfitobacter maritimus
GCA_014896945.1,Candidatus Paracaedibacteraceae bacterium 'Lake Konstanz'
GCA_013404595.1,Jannaschia marina
GCA_013328815.1,Tabrizicola sp. SY72
GCA_014060985.1,Pseudomonas sp. MD195_PC81_125
GCA_015709435.1,Nitrosomonas sp. H1_AOB3
GCA_015354475.1,Actinomycetaceae bacterium zg1166
GCA_015354435.1,Actinomycetaceae bacterium zg1095
GCA_014489845.1,Frischella japonica
GCA_013450225.1,Candidatus Acidoferrum panamensis
GCA_013336625.1,Myxococcus sp. CA033
GCA_015999185.1,Serratia surfactantfaciens
GCA_001652275.1,Peptidiphaga gingivicola
GCA_013328205.1,Sphingomonas hominis
GCA_013303125.1,Calidifontibacillus erzurumensis
GCA_016238465.1,Staphylococcus caledonicus
GCA_018638335.1,Streptomyces sp. G11C
GCA_018638295.1,Streptomyces sp. CHD11
GCA_018638305.1,Streptomyces sp. Vc74B-19
GCA_013328345.1,Marinifaba aquimaris
GCA_013393385.1,Paenibacillus sp. URB8-2
GCA_018101195.1,Rickettsiaceae bacterium H1
GCA_018904795.1,Pseudomonas sp. BF61
GCA_021497025.1,Acaryochloris sp. 'Moss Beach'
GCA_017656155.1,Thermosyntropha sp.
GCA_013285385.1,Erwiniaceae bacterium PD-1
GCA_012044895.1,Aquisalimonas sp. 2447
GCA_013314535.1,Bacillus sp. Xin1
GCA_013283795.1,Rheinheimera lutimaris
GCA_013327885.1,Flavisolibacter longurius
GCA_004352735.1,Streptococcus vicugnae
GCA_016481305.1,Streptococcus pacificus
GCA_004152925.1,Meiothermus sp. PNK-Is4
GCA_013817005.1,Acidothermales bacterium
GCA_028274765.1,Bradymonadaceae bacterium
GCA_013696915.1,Euzebyaceae bacterium
GCA_013817125.1,Euzebyales bacterium
GCA_025936895.1,Ktedonobacteraceae bacterium
GCA_013698015.1,Rubrobacteraceae bacterium
GCA_013696235.1,Sporichthyaceae bacterium
GCA_013698215.1,Tatlockia sp.
GCA_017515535.1,Parasporobacterium sp.
GCA_013392005.1,Pseudomonas allii
GCA_013307435.2,Microvirga terrae
GCA_029891785.1,Umezakia ovalisporum FSS-44
GCA_029891775.1,Umezakia ovalisporum FSS-43
GCA_013373935.1,Pseudomonas faucium
GCA_021602465.1,Pseudomonas urethralis
GCA_021602025.1,Pseudomonas ceruminis
GCA_016593255.1,Hydrogenimonas urashimensis
GCA_013327855.1,Phyllobacterium pellucidum
GCA_013283875.1,Mucilaginibacter mali
GCA_015265475.1,Candidatus Sulfurimonas marisnigri
GCA_015265455.1,Candidatus Sulfurimonas baltica
GCA_013459645.1,Martelella sp. NC20
GCA_013459415.1,Martelella sp. NC18
GCA_014193675.1,Geomonas limicola
GCA_023221575.1,Geomonas paludis
GCA_014193515.1,Geomonas silvestris
GCA_013348725.1,Ectothiorhodospiraceae bacterium 2226
GCA_023169885.1,Desulfofustis limnaeus
GCA_027447685.1,Chthonomonadaceae bacterium
GCA_031398965.1,Thermoflexaceae bacterium
GCA_019834785.1,Rhodococcus sp. BP-324
GCA_019834795.1,Rhodococcus sp. BP-323
GCA_019834845.1,Rhodococcus sp. BP-322
GCA_019834825.1,Rhodococcus sp. BP-321
GCA_019834855.1,Rhodococcus sp. BP-320
GCA_019834875.1,Rhodococcus sp. BP-319
GCA_019834925.1,Rhodococcus sp. BP-318
GCA_019834905.1,Rhodococcus sp. BP-315
GCA_019834985.1,Rhodococcus sp. BP-314
GCA_019835085.1,Rhodococcus sp. BP-313
GCA_019834995.1,Rhodococcus sp. BP-291
GCA_019835095.1,Rhodococcus sp. BP-290
GCA_019835125.1,Rhodococcus sp. BP-277
GCA_019835215.1,Rhodococcus sp. BP-266
GCA_019835185.1,Rhodococcus sp. BP-265
GCA_019835235.1,Rhodococcus sp. BP-262
GCA_019835205.1,Rhodococcus sp. BP-261
GCA_019835255.1,Rhodococcus sp. BP-260
GCA_019835285.1,Rhodococcus sp. BP-259
GCA_019835325.1,Rhodococcus sp. BP-258
GCA_019835305.1,Rhodococcus sp. BP-257
GCA_019835365.1,Rhodococcus sp. BP-256
GCA_019835335.1,Rhodococcus sp. BP-254
GCA_019835385.1,Rhodococcus sp. BP-253
GCA_019835405.1,Rhodococcus sp. BP-252
GCA_019835445.1,Rhodococcus sp. BP-251
GCA_019835425.1,Rhodococcus sp. BP-250
GCA_019835465.1,Rhodococcus sp. BP-154
GCA_019835545.1,Rhodococcus sp. BP-148
GCA_019835485.1,Rhodococcus sp. BP-147
GCA_019835525.1,Rhodococcus sp. BP-146
GCA_019835555.1,Rhodococcus sp. BP-370
GCA_019835495.1,Rhodococcus sp. BP-369
GCA_019835585.1,Rhodococcus sp. BP-364
GCA_019835605.1,Rhodococcus sp. BP-363
GCA_019835615.1,Rhodococcus sp. BP-362
GCA_019835665.1,Rhodococcus sp. BP-361
GCA_019835645.1,Rhodococcus sp. BP-360
GCA_019835705.1,Rhodococcus sp. BP-359
GCA_019835685.1,Rhodococcus sp. BP-358
GCA_019835725.1,Rhodococcus sp. BP-357
GCA_019835765.1,Rhodococcus sp. BP-353
GCA_019835745.1,Rhodococcus sp. BP-352
GCA_019835805.1,Rhodococcus sp. BP-351
GCA_019835785.1,Rhodococcus sp. BP-350
GCA_019835845.1,Rhodococcus sp. BP-349
GCA_019835825.1,Rhodococcus sp. BP-344
GCA_019835855.1,Rhodococcus sp. BP-343
GCA_019835885.1,Rhodococcus sp. BP-342
GCA_019835925.1,Rhodococcus sp. BP-341
GCA_019835905.1,Rhodococcus sp. BP-340
GCA_019835945.1,Rhodococcus sp. BP-339
GCA_019835965.1,Rhodococcus sp. BP-336
GCA_019835995.1,Rhodococcus sp. BP-335
GCA_019835985.1,Rhodococcus sp. BP-334
GCA_019836025.1,Rhodococcus sp. BP-333
GCA_019836065.1,Rhodococcus sp. BP-332
GCA_019836045.1,Rhodococcus sp. BP-331
GCA_019836105.1,Rhodococcus sp. BP-316
GCA_019836125.1,Rhodococcus sp. BP-288
GCA_019836085.1,Rhodococcus sp. BP-285
GCA_019836175.1,Rhodococcus sp. BP-283
GCA_019836145.1,Rhodococcus sp. BP-241
GCA_019836165.1,Rhodococcus sp. BP-188
GCA_019836205.1,Rhodococcus sp. BP-160
GCA_019836225.1,Rhodococcus sp. BP-149
GCA_019836245.1,Rhodococcus sp. BP-142
GCA_019836315.1,Rhodococcus sp. BP-110
GCA_019836265.1,Rhodococcus sp. BP-107
GCA_013403565.1,Chitinibacter bivalviorum
GCA_013260645.1,Erythrobacter mangrovi
GCA_013248905.1,Shewanella sp. VB17
GCA_013248875.1,Shewanella sp. DC2-4
GCA_015232875.1,Candidatus Magnetomorum sp.
GCA_013618865.1,Phocaeicola faecicola
GCA_000372805.1,Marinobacter gelidimuriae
GCA_013282625.1,Thiomicrorhabdus xiamenensis
GCA_013284035.1,Flavobacterium sp. M31R6
GCA_013284055.1,Deefgea piscis
GCA_013266735.1,Pedobacter foliorum
GCA_013266705.1,Rathayibacter sp. VKM Ac-2835
GCA_013205105.1,Herbiconiux sp. VKM Ac-2851
GCA_013205045.1,Curtobacterium sp. VKM Ac-2852
GCA_013205085.1,Microbacteriaceae bacterium VKM Ac-2854
GCA_013204985.1,Microbacteriaceae bacterium VKM Ac-2855
GCA_013205055.1,Rathayibacter sp. VKM Ac-2856
GCA_013205025.1,Rathayibacter sp. VKM Ac-2857
GCA_013204935.1,Rathayibacter sp. VKM Ac-2858
GCA_013204925.1,Frigoribacterium sp. VKM Ac-2859
GCA_013204975.1,Frigoribacterium sp. VKM Ac-2860
GCA_013204965.1,Curtobacterium sp. VKM Ac-2861
GCA_013248995.1,Frigoribacterium sp. VKM Ac-2836
GCA_013267855.1,Bacillus sp. CRN 9
GCA_013283745.1,Aeromicrobium stalagmiti
GCA_013283775.1,Chryseobacterium sp. C-204
GCA_022477975.1,Pectobacterium sp. PL64
GCA_013284365.1,Brevibacillus sp. RS1.1
GCA_013284345.1,Brevibacillus sp. MS2.2
GCA_013284355.2,Brevibacillus sp. M2.1A
GCA_013284375.2,Brevibacillus sp. HD3.3A
GCA_013284325.1,Brevibacillus sp. HD1.4A
GCA_030424325.1,Candidatus Thiodubiliella endoseptemdiera
GCA_013416605.1,Candidatus Methanofishera endochildressiae
GCA_013343005.1,Candidatus Reidiella endopervernicosa
GCA_013284245.2,Brevibacillus sp. DP1.3A
GCA_013416595.1,Candidatus Vesicomyosocius endoextente
GCA_013342985.1,Candidatus Ruthia endofausta
GCA_013284275.1,Brevibacillus sp. HB2.2
GCA_013284285.1,Brevibacillus sp. HB1.4B
GCA_014352875.1,Polaribacter pectinis
GCA_013260315.1,Pseudomonas sp. B14-6
GCA_013186635.1,Brevibacillus sp. HB1.3
GCA_016649365.1,Insectihabitans xujianqingii
GCA_013387085.1,Pseudomonas sp. IPO3749
GCA_013386315.1,Pseudomonas sp. P7779
GCA_013386445.1,Pseudomonas sp. P7759
GCA_013386485.1,Pseudomonas sp. P7758
GCA_013385245.1,Pseudomonas sp. IPO3747
GCA_013386655.1,Pseudomonas sp. K5002
GCA_013385215.1,Pseudomonas sp. IPO3775
GCA_013386835.1,Pseudomonas sp. IPO3774
GCA_013385345.1,Pseudomonas sp. I8001
GCA_013385475.1,Pseudomonas sp. G5001
GCA_013385435.1,Pseudomonas sp. F9001
GCA_013385495.1,Pseudomonas sp. F8002
GCA_013385525.1,Pseudomonas sp. F1002
GCA_013385565.1,Pseudomonas sp. E6002
GCA_013385625.1,Pseudomonas sp. D6002
GCA_013385605.1,Pseudomonas sp. D5002
GCA_013385665.1,Pseudomonas sp. D4002
GCA_013385695.1,Pseudomonas sp. D8002
GCA_013385765.1,Pseudomonas sp. C8002
GCA_013385805.1,Pseudomonas sp. C6002
GCA_013386015.1,Pseudomonas sp. B6001
GCA_013386105.1,Pseudomonas sp. A4002
GCA_013386245.1,Pseudomonas sp. 21615526
GCA_013332445.1,Brevibacillus sp. HB1.1
GCA_013332495.1,Brevibacillus sp. HB1.2
GCA_013179735.1,Permianibacter fluminis
GCA_013366455.1,Salinivibrio sp. EAGSL
GCA_013179515.1,Pseudomonas sp. CM27
GCA_013179485.1,Pseudomonas sp. CrR25
GCA_013179595.1,Pseudomonas sp. CrR14
GCA_013179605.1,Enterobacter sp. CM29
GCA_013179705.1,Pseudomonas sp. CM25
GCA_013179505.1,Paenarthrobacter sp. CM16
GCA_018982945.1,Anaerostipes faecalis
GCA_016613415.1,Methylobacterium ajmalii
GCA_021496925.1,Acidovorax sp. YS12
GCA_021496785.1,Streptomyces sp. A1-5
GCA_002705925.1,Mycobacterium ostraviense
GCA_013248975.1,Neobacillus endophyticus
GCA_024400215.1,Massilia sp. erpn
GCA_015711645.1,Planomonospora sp. ID82291
GCA_015711595.1,Planomonospora sp. ID91781
GCA_015711605.1,Planomonospora sp. ID67723
GCA_013245175.1,"Salmonella enterica subsp. salamae serovar 1,4,[5],12,[27]:b:[e,n,x]"
GCA_019303475.1,Streptomyces sp. JJ38
GCA_009900725.1,Serratia sp. Z4
GCA_030687795.1,Pseudomonas sp. FP215
GCA_030687835.1,Pseudomonas sp. FP205
GCA_013155325.1,Enterococcus sp. MMGLQ5-2
GCA_018390415.1,Enterococcus sp. MMGLQ5-1
GCA_013155295.1,Pseudogemmobacter hezensis
GCA_013155275.1,Brenneria sp. hezel4-2-4
GCA_013693855.1,Micropruina sp.
GCA_013167855.1,Lentilactobacillus buchneri subsp. silagei
GCA_013374075.1,Cobetia sp. 5-25-4-2
GCA_013374055.1,Cobetia sp. 5-11-6-3
GCA_013177295.1,Actinomyces marmotae
GCA_013177315.1,Thermoleptolyngbya sichuanensis A183
GCA_014596745.1,Maribacter aquimaris
GCA_020229735.1,Deinococcus taeanensis
GCA_013396335.1,Bacillus sp. EB106-08-02-XG196
GCA_013302945.1,Streptomyces sp. 8P21H-1
GCA_019093865.1,Lentibacillus saliphilus
GCA_013167215.1,Sphingobacterium prati
GCA_013404075.1,Mycolicibacterium vinylchloridicum
GCA_903645295.1,Bacillus sp. Marseille-Q1617
GCA_027594865.1,Bradyrhizobium xenonodulans
GCA_013624435.2,Nocardioides campestrisoli
GCA_022627865.1,Herbaspirillum sp. C7C2
GCA_022627875.1,Herbaspirillum sp. C7C8
GCA_025407985.1,Curtobacterium sp. C2H10
GCA_022627955.1,Microbacterium sp. C5A9
GCA_022627935.1,Ochrobactrum sp. C6C9
GCA_015910525.1,Mycolicibacterium mengxianglii
GCA_021696945.1,Streptomyces sp. JJ36
GCA_013349365.1,Plantibacter sp. MCCC 1A11337
GCA_013315795.1,Nocardia barduliensis
GCA_013618635.1,Thalassobacillus sp. CUG 92003
GCA_013155125.1,Pseudonocardia broussonetiae
GCA_903645285.1,Streptococcus thalassemiae
GCA_940807255.1,Mixta sp. Marseille-Q2659
GCA_903645345.1,Corynebacterium sp. Marseille-Q2823
GCA_903645325.1,Microbacterium ihumii
GCA_903645355.1,Schaalia sp. Marseille-Q2122
GCA_903645305.1,Corynebacterium sp. Marseille-P4321
GCA_013155335.1,Nocardioides sp. zg-1230
GCA_013155365.1,Nocardioides sp. zg-DK7169
GCA_018927715.1,Streptomyces brasiliscabiei
GCA_013314835.1,Syntrophothermus sp.
GCA_013178255.1,Coprothermobacteraceae bacterium
GCA_013166535.1,Prevotella sp. PTAC
GCA_949739765.1,Xylanibacter caecicola
GCA_013166465.1,Prevotella sp. PCJ2
GCA_013166545.1,Prevotella sp. PJ1A
GCA_013166595.1,Palleniella intestinalis
GCA_949348875.1,Xylanibacter muris
GCA_949530885.1,Xylanibacter rodentium
GCA_013391385.1,Sediminibacterium sp. Gen4
GCA_013421425.1,Bacillus sp. Gen3
GCA_013421445.1,Bacillus sp. Gen2
GCA_013155385.1,Bacillus sp. WMMC1349
GCA_013155375.1,Nocardioides sp. zg-1308
GCA_013365535.1,Aquimarina sp. TRL1
GCA_013155505.1,Eggerthellaceae bacterium zg-997
GCA_013166655.1,Lentimicrobium sp. L6
GCA_013155465.1,Alterinioella nitratireducens
GCA_014203995.1,Paenibacillus sp. JGP012
GCA_024809425.1,Pseudomonas sp. JAI111
GCA_013410155.2,Pseudomonas sp. B11D7D
GCA_013294015.1,Frigoriflavimonas asaccharolytica
GCA_013294075.1,Flavobacterium sp. 7E
GCA_013294065.1,Leptothrix sp. C29
GCA_013294025.1,Flavobacterium sp. 14A
GCA_013294005.1,Flavobacterium sp. 28A
GCA_013294115.1,Hymenobacter caeli
GCA_001424795.1,Aminobacter sp. DSM 101952
GCA_014203955.1,Sphingobium lignivorans
GCA_014202335.1,Mycobacterium sp. AZCC_0083
GCA_014207375.1,Arthrobacter sp. AZCC_0090
GCA_013166635.1,Lentimicrobium sp. S6
GCA_013127955.1,Spirosoma taeanense
GCA_013166645.2,Oceanispirochaeta sp. M2
GCA_014524545.1,Exiguobacterium sp. Helios
GCA_013140485.1,Candidatus Peribacteraceae bacterium
GCA_021496765.1,Chromobacterium sp. Beijing
GCA_024723395.1,Campylobacter sp. RM12176
GCA_024723455.1,Campylobacter sp. RM9264
GCA_024723495.1,Campylobacter sp. RM19073
GCA_024723485.1,Campylobacter sp. RM19072
GCA_020135895.1,Campylobacter sp. 2457A
GCA_020135855.1,Campylobacter sp. B0100352/1
GCA_020135845.1,Campylobacter sp. W0018
GCA_020135975.1,Campylobacter sp. W0014
GCA_020135915.1,Campylobacter sp. W0067
GCA_020135835.1,Campylobacter sp. W0065
GCA_020135995.1,Campylobacter sp. W0049
GCA_020135945.1,Campylobacter sp. W0047
GCA_020135935.1,Campylobacter sp. W0046
GCA_020136005.1,Campylobacter sp. W0045
GCA_020136035.1,Campylobacter sp. RM17709
GCA_020136055.1,Campylobacter sp. RM13744
GCA_020136075.1,Campylobacter sp. RM12910
GCA_020136095.1,Campylobacter sp. RM12397
GCA_020136115.1,Campylobacter sp. RM10543
GCA_020136195.1,Campylobacter sp. RM10542
GCA_020136235.1,Campylobacter sp. RM10541
GCA_020136245.1,Campylobacter sp. RM10538
GCA_020136265.1,Campylobacter sp. RM10536
GCA_020136315.1,Campylobacter sp. RM10535
GCA_020136405.1,Campylobacter sp. RM10534
GCA_020136515.1,Campylobacter sp. RM10532
GCA_020136425.1,Campylobacter sp. RM9939
GCA_020136395.1,Campylobacter sp. RM9930
GCA_020136445.1,Campylobacter sp. RM9929
GCA_020136575.1,Campylobacter sp. RM9760
GCA_020136585.1,Campylobacter sp. RM9759
GCA_020136655.1,Campylobacter sp. RM9756
GCA_020136605.1,Campylobacter sp. RM9754
GCA_020136635.1,Campylobacter sp. RM9753
GCA_020136675.1,Campylobacter sp. RM3125
GCA_020136695.1,Campylobacter sp. RM3124
GCA_024723515.1,Campylobacter sp. W0066.2
GCA_024723635.1,Campylobacter sp. W0066.1
GCA_024723575.1,Campylobacter sp. 2352 PW
GCA_024723595.1,Campylobacter sp. LMG 7929
GCA_024723605.1,Campylobacter sp. LMG 17559
GCA_024723655.1,Campylobacter sp. RM5063
GCA_024723675.1,Campylobacter sp. 1569
GCA_024723695.1,Campylobacter sp. S4:11
GCA_014892495.1,Campylobacter sp. RM12920
GCA_014892395.1,Campylobacter sp. RM12919
GCA_014892345.1,Campylobacter sp. RM9344
GCA_014892335.1,Campylobacter sp. 7477a
GCA_014892275.1,Campylobacter sp. RM6913
GCA_014892285.1,Campylobacter sp. RM6883
GCA_020137585.1,Campylobacter sp. RM12654
GCA_020138135.1,Campylobacter sp. RM12647
GCA_020137635.1,Campylobacter sp. RM12642
GCA_020137595.1,Campylobacter sp. RM12640
GCA_020137645.1,Campylobacter sp. RM12637
GCA_020137625.1,Campylobacter sp. RM12635
GCA_020138145.1,Campylobacter sp. RM9334
GCA_020137705.1,Campylobacter sp. RM9333
GCA_020138195.1,Campylobacter sp. RM9332
GCA_020137685.1,Campylobacter sp. RM9331
GCA_020138295.1,Campylobacter sp. Cr9
GCA_024499075.1,Turicibacter bilis
GCA_946479905.1,uncultured Frankiales bacterium
GCA_937899375.1,uncultured Halieaceae bacterium
GCA_014904735.1,Microbulbifer hainanensis
GCA_016288395.1,Elusimicrobiaceae bacterium
GCA_030599095.1,Candidatus Ruthturnera sp.
GCA_030647195.1,Candidatus Peribacter sp.
GCA_016788705.1,Bacteroidetes Order II. bacterium
GCA_016772315.1,Thiothrix subterranea
GCA_021057185.1,Candidatus Absconditicoccus praedator
GCA_913053725.1,uncultured Acidiferrobacteraceae bacterium
GCA_013421435.1,Escherichia sp. Gen1
GCA_013155545.1,Caenimonas soli
GCA_013154915.1,Diaphorobacter sp. JS3050
GCA_013839525.1,Chthonobacter rhizosphaerae
GCA_021310995.1,Agrobacterium vaccinii
GCA_016865445.1,Mariniplasma anaerobium
GCA_013282155.1,Sulfitobacter sp. HGT1
GCA_013426915.1,Paraburkholderia sp. PGU19
GCA_013426895.1,Paraburkholderia sp. PGU16
GCA_012241515.1,Ochrobactrum sp. MC-1LL
GCA_013137895.1,Hymenobacter taeanensis
GCA_013116715.1,Arthrobacter sp. 147(2020)
GCA_015040335.1,Paenarthrobacter sp. YJN-D
GCA_015040095.1,Paenarthrobacter sp. YJN-5
GCA_013116745.1,Arthrobacter sp. 260
GCA_013112475.1,Pseudomonas sp. SbB1
GCA_013128495.1,Alcanivorax sp. IO_7
GCA_013359595.1,Pseudomonas sp. C1C7
GCA_013359625.1,Herbaspirillum sp. C9C3
GCA_013359695.1,Pseudomonas sp. C2B4
GCA_013359685.1,Leifsonia sp. C5G2
GCA_013359725.1,Pseudarthrobacter sp. C4D7
GCA_013359735.1,Arthrobacter sp. C9C5
GCA_958296095.1,uncultured Oligoflexales bacterium
GCA_015265435.1,Alloalcanivorax profundimaris
GCA_013090115.1,Allomuricauda amphidinii
GCA_014490595.1,Corynebacterium wankanglinii
GCA_013423495.1,Azospirillum oleiclasticum
GCA_013113735.1,Sphingomonas sp. AP4-R1
GCA_013113715.1,Herbiconiux sp. SALV-R1
GCA_016124155.1,Acinetobacter sp. AC1-2
GCA_013179005.1,Bradyrhizobium sp. LMG 8443
GCA_013178975.1,Bradyrhizobium aeschynomenes
