GCA_900327555.1,Cowpox virus
GCA_002621785.1,Streptococcus phage P7631
GCA_002621805.1,Streptococcus phage P7632
GCA_002621825.1,Streptococcus phage P7633
GCA_002621845.1,Streptococcus phage P7951
GCA_002621865.1,Streptococcus phage P7952
GCA_002621885.1,Streptococcus phage P7953
GCA_002621905.1,Streptococcus phage P7954
GCA_002621925.1,Streptococcus phage P7955
GCA_002621945.1,Streptococcus phage P8921
GCA_002621965.1,Streptococcus phage P8922
GCA_002621985.1,Streptococcus phage P9851
GCA_002622005.1,Streptococcus phage P9852
GCA_002622025.1,Streptococcus phage P9853
GCA_002622045.1,Streptococcus phage P9854
GCA_002622065.1,Streptococcus phage P9901
GCA_002622085.1,Streptococcus phage P9902
GCA_002622105.1,Streptococcus phage P9903
GCA_031165945.1,Norovirus GII/Hu/HK/2016/GII.P16_GII.2/CUHK-NS-1082
GCA_002622125.1,Corynebacterium phage LGCM-V2
GCA_002622145.1,Corynebacterium phage LGCM-V3
GCA_002622165.1,Corynebacterium phage LGCM-V4
GCA_002622185.1,Corynebacterium phage LGCM-V5
GCA_002622205.1,Corynebacterium phage LGCM-V6
GCA_002622225.1,Corynebacterium phage LGCM-V7
GCA_002622245.1,Corynebacterium phage LGCM-V8
GCA_002622265.1,Corynebacterium phage LGCM-V9
GCA_031165955.1,American bat vesiculovirus
GCA_002145705.1,Vesiculovirus morreton
GCA_002816075.1,Vesiculovirus radi
GCA_000925435.1,Vesiculovirus bogdanovac
GCA_000926635.1,Vesiculovirus jurona
GCA_000926675.1,Vesiculovirus perinet
GCA_000927135.1,Vesiculovirus malpais
GCA_031165965.1,Vesiculovirus chandipura
GCA_031165975.1,Vesiculovirus indiana
GCA_031165985.1,Vesiculovirus newjersey
GCA_002815595.1,Hapavirus flanders
GCA_031165995.1,Hapavirus hartpark
GCA_000886315.1,Hapavirus ngaingan
GCA_000882535.1,Hapavirus wongabel
GCA_000927335.1,Almendravirus arboretum
GCA_002815515.1,Almendravirus balsa
GCA_002366165.1,Almendravirus cootbay
GCA_002366105.1,Almendravirus chico
GCA_002117775.1,Diamondback moth iflavirus
GCA_002116215.1,Arracacha virus V
GCA_006435595.1,Human adenovirus 81
GCA_013087455.1,Gomphocarpus mosaic virus
GCA_002087205.1,Tobacco virus 2
GCA_002641435.1,Rotavirus A RVA/Human-wt/JPN/IS1078/2015/G3P[8]
GCA_002641475.1,Rotavirus A RVA/Human-wt/JPN/IS1090/2016/G3P[8]
GCA_002641555.1,Rotavirus A RVA/Human-wt/JPN/MI1125/2016/G3P[8]
GCA_002641195.1,Rotavirus A RVA/Human-wt/JPN/CH1020/2016/G2P[4]
GCA_002641535.1,Rotavirus A RVA/Human-wt/JPN/K-3-16/2016/G2P[4]
GCA_002641495.1,Rotavirus A RVA/Human-wt/JPN/K-21-16/2016/G2P[4]
GCA_002641595.1,Rotavirus A RVA/Human-wt/JPN/MI1132/2016/G2P[4]
GCA_002641215.1,Rotavirus A RVA/Human-wt/JPN/CH1023/2016/G9P[8]
GCA_002641455.1,Rotavirus A RVA/Human-wt/JPN/IS1080/2016/G9P[8]
GCA_002641575.1,Rotavirus A RVA/Human-wt/JPN/MI1128/2016/G9P[8]
GCA_002080255.1,Wisteria badnavirus 1
GCA_900176665.1,Faustovirus ST1
GCA_002622285.1,Salmonella phage LPST10
GCA_003729015.1,Diporeia-associated CRESS-DNA virus LH481
GCA_003729035.1,Diporeia-associated CRESS-DNA virus LM122
GCA_006450595.1,Shearwaterpox virus
GCA_002622305.1,Rhodococcus phage Toil
GCA_018594895.1,Pacific coast tick nairovirus
GCA_013086945.1,Pacific coast tick phlebovirus
GCA_002116295.1,Cassava virus X
GCA_002745915.1,Inovirus M13
GCA_000847085.1,Acholeplasma phage MV-L51
GCA_002966235.1,Catovirus CTV1
GCA_002966215.1,Indivirus ILV1
GCA_002966255.1,Hokovirus HKV1
GCA_002966275.1,Klosneuvirus KNV1
GCA_016918305.1,Phage apr34_1784
GCA_016918215.1,Phage apr34_1789
GCA_016918295.1,Phage apr34_1792
GCA_016918265.1,Phage FAKO05_000032F
GCA_016918255.1,Phage FAKO27_000238F
GCA_013086055.1,Phage FAKO27_000271F
GCA_016918235.1,Phage YS1-2_2434
GCA_016918315.1,CrAssphage apr34_000142F
GCA_016918285.1,CrAssphage ES_ALL_000190F
GCA_016918275.1,CrAssphage FA1-2_000172F
GCA_016918245.1,CrAssphage GF1-2_000079F
GCA_016918225.1,CrAssphage YS1-2_2437
GCA_002105425.1,Watermelon virus A
GCA_002815635.1,Ledantevirus nishimuro
GCA_002114005.1,Raccoon-associated polyomavirus 2
GCA_002622325.1,Aeromonas phage phiA8-29
GCA_002622345.1,Xanthomonas phage Xf409
GCA_002145505.1,Hoya chlorotic spot virus
GCA_002827165.1,Sea star-associated densovirus
GCA_002622365.1,Sphingobium phage Lacusarx
GCA_003012505.1,Haloarcula hispanica pleomorphic virus 4
GCA_018591435.1,Sophora yellow stunt virus
GCA_003029465.1,Sophora alopecuroides yellow stunt alphasatellite 1a
GCA_031087635.1,Sophora alopecuroides yellow stunt alphasatellite 1b
GCA_031087645.1,Sophora alopecuroides yellow stunt alphasatellite 2
GCA_031087655.1,Sophora alopecuroides yellow stunt alphasatellite 3
GCA_003029485.1,Sophora alopecuroides yellow stunt alphasatellite 4
GCA_031087665.1,Sophora alopecuroides yellow stunt alphasatellite 5
GCA_031087675.1,Sophora alopecuroides yellow stunt alphasatellite 6
GCA_003029475.1,Sophora alopecuroides yellow stunt alphasatellite 7a
GCA_031087685.1,Sophora alopecuroides yellow stunt alphasatellite 7b
GCA_031087695.1,Sophora alopecuroides yellow stunt alphasatellite 7c
GCA_031087705.1,Sophora alopecuroides yellow stunt alphasatellite 7d
GCA_031087715.1,Sophora alopecuroides yellow stunt alphasatellite 7e
GCA_003029455.1,Sophora alopecuroides yellow stunt alphasatellite 8
GCA_003029505.1,Sophora alopecuroides yellow stunt alphasatellite 9
GCA_000884235.1,European mountain ash ringspot-associated virus
GCA_001580335.1,Emaravirus fici
GCA_002375145.1,Emaravirus tritici
GCA_001580355.1,Emaravirus cajani
GCA_001695425.1,Emaravirus toordali
GCA_001580315.1,Emaravirus idaeobati
GCA_002868695.1,Emaravirus cercidis
GCA_000891875.2,Emaravirus rosae
GCA_000850405.1,Orthohantavirus andesense
GCA_002815935.1,Orthohantavirus asikkalaense
GCA_000879955.1,Thottopalayam virus
GCA_002834065.1,Nome phantom orthophasmavirus
GCA_004790215.1,Citrus chlorotic spot virus
GCA_002146105.1,Carnation cryptic virus 3
GCA_002145905.1,Bipolaris maydis partitivirus 1
GCA_002118645.1,Betapolyomavirus canis
GCA_000857965.1,Novirhabdovirus hirame
GCA_000879455.1,Ralstonia phage phiRSL1
GCA_023120325.1,Citrus viroid VII
GCA_002622545.1,Escherichia phage ECD7
GCA_002622565.1,Escherichia phage V18
GCA_002622585.1,Staphylococcus phage vB_Sau_CG
GCA_002622605.1,Staphylococcus phage vB_Sau_Clo6
GCA_002622625.1,Staphylococcus phage vB_Sau_S24
GCA_002118465.1,Salmovirus WFRC1
GCA_002622645.1,Bacillus phage Harambe
GCA_002623385.1,Sulfolobus polyhedral virus 1
GCA_003029555.1,Bellflower veinal mottle virus
GCA_004788095.2,Jacquemontia yellow vein virus
GCA_008792705.1,Saffold virus 3
GCA_008765705.1,Bipolaris maydis chrysovirus 1
GCA_002623445.1,Mycobacterium phage Journey13
GCA_002623465.1,Acinetobacter phage WCHABP1
GCA_002623485.1,Bacillus phage SerPounce
GCA_002623505.1,Mycobacterium phage Shandong1
GCA_002623525.1,Bradyrhizobium phage BDU-MI-1
GCA_002623545.1,Bacillus phage BeachBum
GCA_003051265.1,Escherichia phage ArgO145
GCA_002623565.1,Bacillus phage Flapjack
GCA_002623585.1,Acinetobacter phage WCHABP5
GCA_002145885.1,Picorna-like virus AWando15
GCA_003307335.2,Lactococcus phage PLgW-1
GCA_002623605.1,Pseudomonas phage vB_PaeM_G1
GCA_002743535.1,Clostridium phage CPS1
GCA_002623625.1,Flavobacterium phage V175
GCA_002623645.1,Flavobacterium phage V181
GCA_002158755.1,Sulfolobus islandicus rod-shaped virus 10
GCA_002158615.1,Sulfolobus islandicus rod-shaped virus 11
GCA_002158815.1,Sulfolobus islandicus rod-shaped virus 4
GCA_002158735.1,Sulfolobus islandicus rod-shaped virus 5
GCA_002158675.1,Sulfolobus islandicus rod-shaped phage 6
GCA_002158595.1,Sulfolobus islandicus rod-shaped virus 7
GCA_002158795.1,Sulfolobus islandicus rod-shaped virus 8
GCA_002158715.1,Sulfolobus islandicus rod-shaped virus 9
GCA_002955045.1,Erwinia phage vB_EamM_Y3
GCA_002623665.1,Escherichia phage vB_EcoS_SH2
GCA_003226615.1,Pseudomonas phage PspYZU01
GCA_003226635.1,Pseudomonas phage PspYZU05
GCA_003226655.1,Pseudomonas phage PspYZU08
GCA_002210515.1,Lake Sinai Virus NE
GCA_002237195.1,Lake Sinai Virus SA1
GCA_002210875.1,Lake Sinai Virus SA2
GCA_002210715.1,Lake Sinai Virus TO
GCA_031166005.1,Apis rhabdovirus 2
GCA_002210615.1,Apis dicistrovirus
GCA_002204045.1,Apis flavivirus
GCA_002623685.1,Synechococcus phage S-H35
GCA_002623705.1,Mycobacterium phage Zenon
GCA_002623725.1,Mycobacterium phage BlackStallion
GCA_002623745.1,Mycobacterium phage Heffalump
GCA_002623765.1,Mycobacterium phage Pippy
GCA_002623785.1,Mycobacterium phage Purple Haze
GCA_002623805.1,Bacillus phage Carmel_SA
GCA_002623825.1,Bacillus phage Negev_SA
GCA_002623865.1,Bacillus phage Tavor_SA
GCA_003181195.1,Pectobacterium phage vB_PatP_CB5
GCA_002623885.1,Flavobacterium phage FCV-11
GCA_002623905.1,Flavobacterium phage FCV-3
GCA_002955055.1,Shigella phage SSP1
GCA_003307355.2,Lactococcus phage PLgY-16
GCA_003307375.2,Lactococcus phage PLgY-30
GCA_002955065.1,Vibrio phage JSF1
GCA_002955075.1,Vibrio phage JSF10
GCA_002955085.1,Vibrio phage JSF11
GCA_002955095.1,Vibrio phage JSF12
GCA_002955105.1,Vibrio phage JSF13
GCA_002955115.1,Vibrio phage JSF14
GCA_002955125.1,Vibrio phage JSF15
GCA_002955135.1,Vibrio phage JSF17
GCA_002955145.1,Vibrio phage JSF18
GCA_002955155.1,Vibrio phage JSF2
GCA_002955165.1,Vibrio phage JSF20
GCA_002955175.1,Vibrio phage JSF23
GCA_002955185.1,Vibrio phage JSF24
GCA_002955195.1,Vibrio phage JSF27
GCA_002955205.1,Vibrio phage JSF28
GCA_002955215.1,Vibrio phage JSF30
GCA_002955225.1,Vibrio phage JSF31
GCA_002955235.1,Vibrio phage JSF32
GCA_002955245.1,Vibrio phage JSF33
GCA_002955255.1,Vibrio phage JSF34
GCA_002955265.1,Vibrio phage JSF35
GCA_002955275.1,Vibrio phage JSF36
GCA_002955285.1,Vibrio phage JSF5
GCA_002955295.1,Vibrio phage JSF6
GCA_002955305.1,Vibrio phage JSF9
GCA_002623925.1,Propionibacterium phage PacnesP1
GCA_002623945.1,Propionibacterium phage PacnesP2
GCA_002623965.1,Dickeya phage JA15
GCA_002623985.1,Dickeya phage XF4
GCA_003848445.1,Gemycircularvirus sp.
GCA_002197575.1,Avian paramyxovirus 15
GCA_004050735.1,Tick circovirus
GCA_031166015.1,Cyclovirus sp.
GCA_003571845.1,Curvibacter phage P26059A
GCA_003571865.1,Curvibacter phage P26059B
GCA_002624065.1,Escherichia phage ST31
GCA_002624085.1,Flavobacterium phage FCV-10
GCA_002624105.1,Flavobacterium phage FCV-16
GCA_002624125.1,Flavobacterium phage V156
GCA_002624145.1,Flavobacterium phage V157
GCA_002624165.1,Flavobacterium phage V165
GCA_002624185.1,Flavobacterium phage V182
GCA_002624205.1,Flavobacterium phage VK20
GCA_002624225.1,Flavobacterium phage VK42
GCA_002624245.1,Flavobacterium phage VK48
GCA_002624265.1,Flavobacterium phage VK52
GCA_002624285.1,Flavobacterium phage VK58
GCA_002624305.1,Flavobacterium phage FCV-20
GCA_002210495.1,Neofusicoccum luteum mitovirus 1
GCA_002204065.1,Spinach amalgavirus 1
GCA_023120405.1,Neofusicoccum luteum fusarivirus 1
GCA_002184155.1,Zostera marina amalgavirus 1
GCA_031834165.1,Krischvirus RB49
GCA_000927895.1,Blackbird associated gemycircularvirus 1
GCA_000919515.1,Cassava associated gemycircularvirus 1
GCA_000930435.1,Fur seal associated gemycircularvirus 1
GCA_000928755.1,Gerygone associated gemycircularvirus 1
GCA_000929795.1,Gerygone associated gemycircularvirus 2
GCA_000927875.1,Gerygone associated gemycircularvirus 3
GCA_001646315.1,Lama associated gemycircularvirus 1
GCA_000927855.1,Mallard associated gemycircularvirus 1
GCA_002825685.1,Miniopterus associated gemycircularvirus 1
GCA_003849545.1,Odonata associated gemycircularvirus 1
GCA_003849525.1,Odonata associated gemycircularvirus 2
GCA_003849365.1,Poaceae associated gemycircularvirus 1
GCA_002825805.1,Pteropus associated gemycircularvirus 3
GCA_002825825.1,Pteropus associated gemycircularvirus 4
GCA_002825845.1,Pteropus associated gemycircularvirus 5
GCA_002825865.1,Pteropus associated gemycircularvirus 6
GCA_002825885.1,Pteropus associated gemycircularvirus 7
GCA_002825905.1,Pteropus associated gemycircularvirus 8
GCA_002825925.1,Pteropus associated gemycircularvirus 9
GCA_002825945.1,Pteropus associated gemycircularvirus 10
GCA_000928275.1,Sewage derived gemycircularvirus 1
GCA_000930215.1,Sewage derived gemycircularvirus 2
GCA_001448415.3,Soybean associated gemycircularvirus 1
GCA_001448435.1,Human associated gemyvongvirus 1
GCA_000926215.1,Caribou associated gemykrogvirus 1
GCA_000881815.1,Varicosavirus lactucae
GCA_001432155.1,Cytorhabdovirus hordei
GCA_000854665.1,Cytorhabdovirus gramineae
GCA_031166035.1,Cytorhabdovirus fragariarugosus
GCA_002158655.1,Alfalfa virus S
GCA_002624565.1,Human gokushovirus
GCA_002922335.1,Human gut gokushovirus
GCA_002624585.1,Human gut microviridae SH-CHD12
GCA_002624605.1,Human gut microviridae SH-CHD8
GCA_031166045.1,Bovine nidovirus 1
GCA_000924075.1,Ball python nidovirus 1
GCA_031166055.1,Alfalfa enamovirus 2
GCA_002819225.1,Clostera anastomosis granulovirus B
GCA_000911215.1,Clostera anastomosis granulovirus Henan
GCA_031166085.1,Alternaria botybirnavirus 1
GCA_002210855.1,Bemisia-associated genomovirus AdDF
GCA_002211035.1,Bemisia-associated genomovirus AdO
GCA_002210835.1,Bemisia-associated genomovirus NfO
GCA_002158575.1,Bat mastadenovirus WIV17
GCA_004117655.1,Daphnis nerii cypovirus
GCA_031166095.1,Nebovirus sp.
GCA_002815815.1,Tibrovirus congo
GCA_002815855.1,Ekpoma virus 1
GCA_002815875.1,Ekpoma virus 2
GCA_031166105.1,Protoparvovirus sp.
GCA_002816915.1,Bat hepatovirus SMG18520Minmav2014
GCA_001444005.1,Rodent hepatovirus RMU101637Micarv2010
GCA_002816965.1,Rodent hepatovirus CIV459Lopsik2004
GCA_002817005.1,Rodent hepatovirus KEF121Sigmas2012
GCA_002817035.1,Bat hepatovirus BUO2BF86Colafr2010
GCA_001444085.1,Hedgehog hepatovirus Igel8Erieur2014
GCA_001443885.1,Shrew hepatovirus KS121232Sorara2012
GCA_002158635.1,Pepper yellow dwarf virus - Mexico
GCA_002828025.1,Broad-leafed dock virus A
GCA_000915935.1,Choristoneura murinana nucleopolyhedrovirus
GCA_002158775.1,Ranid herpesvirus 3
GCA_002184175.1,Harrier picornavirus 1
GCA_002819705.1,Bat associated cyclovirus 6
GCA_002819725.1,Bat associated cyclovirus 7
GCA_002819745.1,Bat associated cyclovirus 8
GCA_002819765.1,Bat associated cyclovirus 9
GCA_002819785.1,Bat associated cyclovirus 11
GCA_002819805.1,Bat associated cyclovirus 13
GCA_002966295.1,Mimivirus AB-566-O17
GCA_000910735.1,Malvastrum leaf curl deltasatellite
GCA_000894135.1,Sweet potato leaf curl deltasatellite 1
GCA_000925215.2,Sweet potato leaf curl deltasatellite 2
GCA_000843845.1,Tomato leaf curl deltasatellite
GCA_031087725.1,Tomato yellow leaf distortion deltasatellite 2
GCA_002163385.1,Longan witches broom-associated virus
GCA_031323585.1,Influenza D virus (D/bovine/Miyazaki/B22/2016)
GCA_013087465.1,Maize associated rhabdovirus
GCA_002819505.1,Bat associated circovirus 5
GCA_002819525.1,Bat associated circovirus 6
GCA_002819545.1,Bat associated circovirus 7
GCA_002819565.1,Bat associated circovirus 8
GCA_000839525.1,Chlamydiamicrovirus Chp1
GCA_000920615.1,Sclerotinia sclerotiorum betaendornavirus 1
GCA_002817245.1,Bat picornavirus BatPV/V1/13 Hun
GCA_000931355.1,African bat icavirus PREDICT-06105
GCA_002117635.1,Cosavirus F
GCA_004787795.2,Bean leaf crumple virus
GCA_003849345.1,Human associated gemykibivirus 1
GCA_003846505.1,Human associated gemykibivirus 2
GCA_002826065.1,Rhinolophus associated gemykibivirus 1
GCA_002826085.1,Rhinolophus associated gemykibivirus 2
GCA_002210975.1,Cucurbit vein banding virus
GCA_002624805.1,Escherichia phage ST0
GCA_002624825.2,Escherichia phage ST32
GCA_002624845.1,Pasteurella phage vB_PmuP_PHB02
GCA_003729255.1,Milolii virus
GCA_031166115.1,Ustilaginoidea virens RNA virus 6
GCA_002194445.1,Aphis glycines virus 3
GCA_020490085.1,Jerseyvirus jersey
GCA_002624905.1,Sinorhizobium phage phiM5
GCA_003032685.1,Antarctic penguin virus A
GCA_003032695.1,Antarctic penguin virus B
GCA_003032705.1,Antarctic penguin virus C
GCA_009026225.1,Bixzunavirus I3
GCA_004130715.1,Shinobi tetravirus
GCA_002194525.1,Peach associated luteovirus
GCA_002194385.1,Duck associated cyclovirus 1
GCA_004320345.1,Garrulus glandarius associated circular virus 1
GCA_002624965.1,Pseudomonas phage Phabio
GCA_002624985.1,Pseudomonas phage Skulduggery
GCA_002625005.1,Pseudomonas phage Noxifer
GCA_003032675.1,Avian paramyxovirus UPO216
GCA_005075085.1,Lactobacillus phage phiEF-1.1
GCA_002625025.1,Shigella phage vB_SsoS-ISF002
GCA_002625045.1,Mycobacterium phage Porcelain
GCA_003186085.1,Ruegeria phage DSS3-P22
GCA_024506065.1,Escherichia phage ST2
GCA_002625085.1,Mycobacterium phage ZenTime222
GCA_002625105.1,Streptococcus phage D4276
GCA_002625125.1,Pasteurella phage PHB01
GCA_002955325.1,Erysipelothrix phage phi1605
GCA_002625145.1,Serratia phage CBH8
GCA_002625165.1,Serratia phage CHI14
GCA_002625185.1,Serratia phage X20
GCA_002955335.1,Synechococcus phage S-LBS1
GCA_031166125.1,Piper chlorosis virus
GCA_003032635.1,Souris virus
GCA_002194485.1,Torque teno indri virus 1
GCA_002210815.1,Aedes alboannulatus toti-like virus 1
GCA_002211015.1,Aedes camptorhynchus toti-like virus 1
GCA_031534415.1,Aedes alboannulatus orthomyxo-like virus
GCA_002210595.1,Aedes camptorhynchus negev-like virus
GCA_002288815.1,Aedes camptorhynchus reo-like virus
GCA_031534445.1,Culex luteo-like virus
GCA_031534455.1,Culex mononega-like virus 1
GCA_003729455.1,Culex mononega-like virus 2
GCA_002210795.1,Culex negev-like virus 1
GCA_002210995.1,Culex negev-like virus 2
GCA_002210575.1,Culex negev-like virus 3
GCA_004790295.1,Culex phasma-like virus
GCA_003729355.1,Culex rhabdo-like virus
GCA_002210775.1,Leshenault partiti-like virus
GCA_002210675.1,Point-Douro narna-like virus
GCA_002210555.1,Wilkie narna-like virus 1
GCA_002210915.1,Wilkie narna-like virus 2
GCA_002210755.1,Wilkie partiti-like virus 1
GCA_002210655.1,Wilkie partiti-like virus 2
GCA_031534465.1,Wilkie qin-like virus
GCA_000843905.1,Chili leaf curl betasatellite
GCA_002830025.1,Chili leaf curl Sri Lanka betasatellite
GCA_002987825.1,Ageratum yellow vein India betasatellite
GCA_002987855.1,Ageratum yellow vein Sri Lanka betasatellite
GCA_002830065.1,Eupatorium yellow vein mosaic betasatellite
GCA_002830125.1,Okra leaf curl Oman betasatellite
GCA_002830185.1,Rhynchosia yellow mosaic betasatellite
GCA_000871565.1,Tobacco leaf curl Japan betasatellite
GCA_002830245.1,Tobacco leaf curl Patna betasatellite
GCA_002625205.1,Acidovorax phage ACP17
GCA_002830265.1,Tomato leaf curl Bangalore betasatellite
GCA_002830305.1,Tomato leaf curl Laguna betasatellite
GCA_002987955.1,Tomato leaf curl Laos betasatellite
GCA_003505815.1,Bombali ebolavirus
GCA_003719275.1,Primolicivirus Pf1
GCA_002826545.1,Stenotrophomonas phage PSH1
GCA_003029355.1,Dioscorea bacilliform RT virus 2
GCA_002210535.1,Olivier's shrew virus 1
GCA_031166135.1,Olivier's shrew virus 2
GCA_031166145.1,Ovis aries papillomavirus type 4
GCA_004129915.1,Lesser panda anellovirus
GCA_002210695.1,Torque teno Leptonychotes weddellii virus 1
GCA_002210895.1,Torque teno Leptonychotes weddellii virus-2
GCA_004788215.1,Rice latent virus 1
GCA_004130535.1,Rice latent virus 2
GCA_002237235.1,Fur seal picorna-like virus
GCA_002219625.1,Euonymus yellow vein virus
GCA_013086075.1,Tarumizu tick virus
GCA_002625245.1,Arthrobacter phage Niktson
GCA_002625265.1,Arthrobacter phage ElephantMan
GCA_002625285.1,Mycobacterium phage Lucky2013
GCA_002625305.1,Mycobacterium phage Bogie
GCA_002625325.1,Escherichia phage D6
GCA_002625345.2,Erwinia phage EtG
GCA_002219805.1,Dromedary camel bocaparvovirus 1
GCA_002237215.1,Dromedary camel bocaparvovirus 2
GCA_003032715.1,Kanyawara virus
GCA_002223795.1,Linda virus
GCA_001885425.1,Bat mastadenovirus G
GCA_004788055.2,Tomato mosaic Trujillo virus
GCA_013087485.2,Tomato chlorotic leaf curl virus
GCA_008797835.1,enterovirus D94
GCA_002625365.1,Acinetobacter phage AbP2
GCA_002625385.1,Streptomyces phage Warpy
GCA_002625405.1,Streptomyces phage Sushi23
GCA_002625425.1,Escherichia phage ECP1
GCA_002625445.1,Salmonella phage SHP1
GCA_002625465.1,Mycobacterium phage Fred313
GCA_002625485.1,Mycobacterium phage Hurricane
GCA_002625505.1,Mycobacterium phage StevieRay
GCA_002625525.1,Rhodococcus phage Jester
GCA_002625545.1,Salicola phage SCTP-2
GCA_002625565.1,Arthrobacter phage Beans
GCA_002625585.1,Arthrobacter phage Cheesy
GCA_002625605.1,Mycobacterium phage Amgine
GCA_002625625.1,Mycobacterium phage Cain
GCA_002625645.1,Mycobacterium phage GuuelaD
GCA_002625665.1,Mycobacterium phage Krueger
GCA_002625685.1,Mycobacterium phage Lokk
GCA_002625705.1,Mycobacterium phage PhelpsODU
GCA_002625725.1,Mycobacterium phage Phrank
GCA_002625745.1,Mycobacterium phage SirPhilip
GCA_002625765.1,Mycobacterium phage Unicorn
GCA_002625785.1,Rhodococcus phage Alatin
GCA_002625805.1,Rhodococcus phage AppleCloud
GCA_002625825.1,Rhodococcus phage Hiro
GCA_002625845.1,Rhodococcus phage Krishelle
GCA_002625865.1,Rhodococcus phage Naiad
GCA_002625885.1,Rhodococcus phage RexFury
GCA_002625905.1,Rhodococcus phage StCroix
GCA_002625925.1,Mycobacterium phage Ksquared
GCA_002625945.1,Arthrobacter phage Colucci
GCA_002625965.1,Arthrobacter phage Kabreeze
GCA_002625985.1,Arthrobacter phage RosiePosie
GCA_002626005.1,Arthrobacter phage Scavito
GCA_002626025.1,Arthrobacter phage Tophat
